Att1,Att2,Att3,Att4,Att5,Att6,Att7,Att8,Att9,Att10,Att11,Att12,Att13,Att14,Att15,Att16,Att17,Att18,Att19,Att20,Att21
1.0,2,20.0,2,5.0,5.0,4.0,4.0,5.0,4.0,4.0,3.0,2.0,2.0,2.0,1,2.0,1.5,5.0,1.0,2
0.0,2,30.0,3,5.0,5.0,4.0,5.0,5.0,4.0,2.0,5.0,2.0,1.0,5.0,0,1.0,1.5,5.0,1.0,2
0.0,2,20.0,3,5.0,5.0,4.0,4.0,5.0,5.0,4.0,2.0,5.0,2.0,3.0,0,5.0,3.0,2.0,0.0,1
0.0,1,15.0,2,4.0,5.0,4.0,4.0,4.0,4.0,5.0,2.0,4.0,4.0,4.0,1,2.0,1.5,6.0,1.0,2
0.0,3,15.0,2,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,1,2.0,1.5,4.0,0.0,2
0.0,3,15.0,2,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,1,2.0,1.5,4.0,0.0,2
1.0,2,40.0,3,5.0,3.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,3.0,5.0,1,2.0,1.5,4.0,1.0,1
1.0,2,20.0,2,5.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,4.0,1.0,3.0,0,4.0,1.5,3.0,1.0,1
1.0,2,30.0,3,5.0,5.0,4.0,5.0,3.0,2.0,2.0,2.0,5.0,2.0,4.0,0,2.0,1.5,6.0,0.0,2
1.0,2,20.0,2,5.0,5.0,3.0,5.0,5.0,5.0,5.0,2.0,3.0,4.0,2.0,0,2.0,1.5,5.0,1.0,2
0.0,2,20.0,3,5.0,5.0,4.0,4.0,5.0,4.0,4.0,3.0,2.0,3.0,4.0,1,2.0,1.5,6.0,0.0,2
0.0,2,30.0,1,5.0,5.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0,2.0,1,7.0,1.0,3.0,1.0,1
0.0,2,40.0,1,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,3.0,3.0,1,7.0,1.0,2.0,1.0,0
0.0,2,40.0,1,5.0,5.0,1.0,3.0,4.0,4.0,4.0,2.0,1.0,2.0,2.0,0,5.0,1.0,2.0,1.0,1
4.0,2,40.0,2,5.0,5.0,4.0,2.0,5.0,5.0,4.0,2.0,3.0,2.0,2.0,1,2.0,1.0,2.0,1.0,2
0.0,2,15.0,1,5.0,5.0,3.0,3.0,4.0,4.0,4.0,2.0,3.0,2.0,3.0,0,2.0,1.0,1.0,1.0,2
0.0,2,20.0,1,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2.0,3.0,2.0,3.0,0,1.0,1.5,3.0,0.0,2
0.0,0,15.0,1,5.0,5.0,1.0,2.0,4.0,5.0,2.0,2.0,4.0,4.0,3.0,1,2.0,1.5,3.0,1.0,2
0.0,0,15.0,1,5.0,5.0,1.0,2.0,4.0,5.0,2.0,2.0,4.0,4.0,3.0,1,3.0,1.0,2.0,1.0,2
0.0,2,15.0,1,5.0,5.0,3.0,4.0,5.0,5.0,5.0,2.0,4.0,1.0,1.0,1,1.0,1.0,1.0,0.0,2
2.0,2,30.0,1,5.0,5.0,3.0,3.0,3.0,4.0,5.0,4.0,2.0,2.0,4.0,0,1.0,1.0,1.0,1.0,2
0.0,2,30.0,3,5.0,5.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,5.0,0,2.0,4.0,3.0,0.0,2
3.0,2,15.0,1,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,2.0,2.0,0,1.0,1.0,3.0,0.0,2
0.0,2,20.0,2,5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,3.0,1.0,1.0,1,2.0,1.5,1.0,1.0,2
1.0,2,15.0,1,5.0,5.0,4.0,4.0,5.0,4.0,2.0,3.0,2.0,2.0,4.0,0,1.0,1.0,1.0,0.0,2
0.0,0,20.0,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,3.0,5.0,4.0,1,1.0,1.5,2.0,0.0,2
3.0,0,15.0,2,5.0,5.0,3.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,0,2.0,1.0,3.0,0.0,2
0.0,2,30.0,3,4.0,5.0,3.0,4.0,3.0,4.0,5.0,4.0,3.0,4.0,3.0,1,2.0,1.0,1.0,0.0,2
0.0,1,15.0,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,2.0,2.0,1,1.0,1.0,1.0,0.0,2
0.0,1,15.0,1,4.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,4.0,3.0,3.0,1,1.0,0.0,2.0,0.0,2
0.0,2,20.0,3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,1,1.0,1.0,4.0,1.0,2
3.0,2,30.0,3,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,1.0,1,1.0,0.0,2.0,0.0,2
1.0,1,30.0,3,4.0,5.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,0,4.0,2.0,2.0,1.0,1
0.0,3,15.0,1,5.0,5.0,4.0,5.0,5.0,5.0,3.0,3.0,3.0,2.0,1.0,1,1.0,0.0,1.0,0.0,2
3.0,2,20.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,3.0,3.0,3.0,1,2.0,1.5,2.0,0.0,2
1.0,1,20.0,1,5.0,4.0,2.0,4.0,5.0,5.0,5.0,3.0,5.0,1.0,1.0,1,2.0,1.5,2.0,1.0,2
4.0,0,15.0,2,5.0,4.0,2.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,2.0,1,1.0,1.0,2.0,0.0,2
2.0,3,15.0,1,5.0,5.0,1.0,3.0,4.0,4.0,5.0,3.0,2.0,1.0,1.0,1,1.0,0.0,1.0,0.0,2
0.0,0,15.0,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,0,1.0,0.0,2.0,0.0,2
2.0,2,20.0,2,5.0,4.0,4.0,5.0,5.0,5.0,4.0,2.0,3.0,4.0,1.0,0,1.0,1.0,1.0,0.0,2
1.0,1,30.0,3,5.0,5.0,3.0,5.0,3.0,5.0,5.0,4.0,4.0,5.0,5.0,0,2.0,1.5,2.0,0.0,2
2.0,2,20.0,2,4.0,5.0,3.0,5.0,4.0,5.0,4.0,1.0,4.0,2.0,2.0,0,1.0,1.0,2.0,0.0,2
1.0,0,15.0,2,4.0,5.0,4.0,5.0,4.0,5.0,4.0,3.0,1.0,1.0,1.0,0,2.0,1.5,4.0,0.0,2
0.0,0,20.0,3,4.0,5.0,1.0,4.0,3.0,2.0,3.0,5.0,5.0,1.0,1.0,0,1.0,1.0,2.0,1.0,2
0.0,1,20.0,3,5.0,5.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,3.0,3.0,1,2.0,1.5,3.0,0.0,2
1.0,2,30.0,3,5.0,5.0,4.0,4.0,5.0,3.0,3.0,1.0,3.0,5.0,5.0,0,2.0,1.5,1.0,1.0,2
1.0,2,15.0,2,5.0,5.0,4.0,4.0,3.0,3.0,5.0,1.0,1.0,1.0,1.0,1,1.0,0.0,3.0,0.0,2
2.0,0,15.0,3,5.0,5.0,4.0,5.0,4.0,3.0,1.0,2.0,3.0,4.0,5.0,1,1.0,1.0,1.0,0.0,2
0.0,2,15.0,2,5.0,4.0,5.0,5.0,5.0,4.0,5.0,1.0,2.0,1.0,1.0,0,2.0,1.5,5.0,0.0,2
0.0,1,20.0,2,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,4.0,1.0,1.0,0,4.0,3.0,3.0,1.0,1
0.0,2,15.0,1,5.0,5.0,3.0,4.0,4.0,5.0,5.0,3.0,3.0,1.0,1.0,1,4.0,3.0,3.0,1.0,1
0.0,2,20.0,2,5.0,5.0,2.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,1.0,1,3.0,2.0,1.0,1.0,2
2.0,2,15.0,4,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,0,2.0,1.5,2.0,1.0,2
2.0,2,15.0,2,5.0,4.0,2.0,1.0,5.0,5.0,3.0,3.0,3.0,2.0,2.0,1,1.0,0.0,2.0,1.0,2
0.0,2,15.0,2,5.0,5.0,3.0,4.0,5.0,4.0,3.0,4.0,2.0,5.0,2.0,0,1.0,0.0,1.0,0.0,2
0.0,2,30.0,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,2.0,2.0,1,1.0,1.0,3.0,0.0,2
0.0,0,15.0,2,2.0,5.0,1.0,4.0,3.0,5.0,2.0,3.0,3.0,3.0,4.0,1,1.0,0.0,2.0,0.0,2
0.0,0,20.0,0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,2.0,2.0,0,1.0,0.0,1.0,1.0,2
0.0,2,20.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,1.0,1.0,1,1.0,0.0,1.0,0.0,2
0.0,2,15.0,2,4.0,4.0,3.0,3.0,3.0,4.0,5.0,3.0,4.0,1.0,1.0,1,3.0,2.0,3.0,1.0,1
1.0,2,30.0,3,5.0,4.0,5.0,4.0,3.0,5.0,4.0,2.0,4.0,2.0,2.0,1,4.0,2.0,4.0,1.0,1
0.0,0,20.0,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,2.0,2.0,0,6.0,1.5,1.0,0.0,2
0.0,0,20.0,2,5.0,5.0,5.0,5.0,5.0,5.0,2.0,4.0,2.0,2.0,2.0,0,1.0,0.0,2.0,0.0,2
0.0,0,20.0,2,5.0,5.0,5.0,5.0,5.0,5.0,2.0,4.0,2.0,2.0,2.0,0,1.0,0.0,2.0,0.0,2
0.0,0,20.0,2,5.0,5.0,5.0,5.0,5.0,5.0,2.0,4.0,2.0,2.0,2.0,0,1.0,0.0,2.0,0.0,2
0.0,2,15.0,2,4.0,5.0,3.0,3.0,4.0,4.0,5.0,1.0,5.0,1.0,1.0,0,2.0,1.5,3.0,0.0,2
0.0,2,30.0,2,4.0,5.0,4.0,4.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,0,1.0,1.0,3.0,0.0,2
0.0,0,30.0,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,0,1.0,1.0,1.0,0.0,2
0.0,2,20.0,1,5.0,5.0,1.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1.0,0,1.0,1.5,6.0,0.0,2
1.0,2,20.0,2,4.0,5.0,2.0,4.0,5.0,3.0,5.0,3.0,3.0,1.0,2.0,1,1.0,1.0,5.0,0.0,2
1.0,0,30.0,2,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,2.0,2.0,2.0,0,1.0,1.5,3.0,0.0,2
0.0,0,15.0,1,4.0,5.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,1.0,1.0,0,2.0,1.0,1.0,0.0,2
0.0,0,20.0,1,5.0,5.0,3.0,4.0,4.0,4.0,5.0,3.0,4.0,3.0,3.0,0,1.0,1.0,1.0,0.0,2
0.0,2,15.0,3,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,1.0,5.0,5.0,1,1.0,1.0,1.0,0.0,2
1.0,2,20.0,3,5.0,4.0,5.0,4.0,3.0,5.0,4.0,1.0,1.0,1.0,5.0,0,3.0,4.0,6.0,1.0,2
1.0,2,20.0,3,5.0,4.0,5.0,4.0,3.0,5.0,4.0,1.0,1.0,1.0,5.0,0,3.0,4.0,6.0,1.0,2
1.0,2,20.0,3,5.0,4.0,5.0,4.0,3.0,5.0,4.0,1.0,1.0,1.0,5.0,0,3.0,4.0,6.0,1.0,2
1.0,1,15.0,1,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,3.0,3.0,0,1.0,0.0,2.0,0.0,2
2.0,0,15.0,1,5.0,5.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,2.0,1,1.0,1.0,1.0,0.0,2
0.0,0,15.0,1,5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,3.0,4.0,1.0,1,1.0,1.0,1.0,0.0,2
0.0,1,30.0,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,1.0,2.0,1.0,0,2.0,0.0,1.0,0.0,2
3.0,0,15.0,1,5.0,5.0,4.0,4.0,4.0,5.0,5.0,1.0,5.0,5.0,5.0,0,1.0,1.0,1.0,0.0,2
1.0,1,40.0,1,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2.0,1.0,1.0,3.0,1,1.0,0.0,1.0,1.0,2
0.0,0,15.0,3,4.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,1.0,1.0,1.0,1,1.0,1.5,3.0,1.0,2
0.0,2,15.0,3,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,5.0,5.0,5.0,0,1.0,1.0,2.0,0.0,2
0.0,2,15.0,2,5.0,4.0,2.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1,2.0,1.5,2.0,1.0,2
0.0,0,15.0,3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,0,2.0,2.0,1.0,1.0,2
0.0,3,20.0,4,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1,1.0,1.0,6.0,0.0,2
4.0,2,30.0,2,5.0,3.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,1,2.0,1.5,6.0,0.0,2
1.0,3,20.0,2,5.0,5.0,5.0,5.0,5.0,5.0,2.0,4.0,4.0,4.0,4.0,1,2.0,1.0,2.0,0.0,2
0.0,0,20.0,3,5.0,5.0,2.0,4.0,5.0,4.0,4.0,3.0,3.0,1.0,3.0,0,2.0,1.5,1.0,1.0,2
0.0,2,20.0,2,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,1.0,0,1.0,1.5,2.0,1.0,2
1.0,3,20.0,4,5.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,0,2.0,1.5,5.0,1.0,2
0.0,2,20.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,4.0,5.0,5.0,0,2.0,0.0,1.0,0.0,2
0.0,0,15.0,1,5.0,5.0,2.0,3.0,5.0,5.0,2.0,4.0,3.0,3.0,3.0,0,2.0,0.0,1.0,0.0,2
0.0,0,15.0,4,5.0,5.0,3.0,3.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,1,1.0,1.5,1.0,1.0,2
0.0,0,15.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1,2.0,0.0,2.0,0.0,2
0.0,3,40.0,3,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,1.0,1.0,1,2.0,1.0,3.0,1.0,2
0.0,2,30.0,4,5.0,5.0,4.0,5.0,4.0,5.0,4.0,3.0,2.0,3.0,2.0,1,2.0,1.5,1.0,1.0,1
1.0,2,30.0,3,5.0,4.0,4.0,4.0,4.0,5.0,5.0,2.0,4.0,5.0,5.0,0,2.0,1.5,5.0,0.0,2
0.0,2,30.0,4,5.0,5.0,4.0,5.0,4.0,5.0,3.0,2.0,3.0,2.0,3.0,0,2.0,1.5,1.0,0.0,1
0.0,0,15.0,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,1.0,3.0,4.0,0,6.0,1.5,1.0,1.0,2
0.0,2,15.0,2,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,0,1.0,1.0,1.0,1.0,2
4.0,0,15.0,1,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2.0,2.0,2.0,2.0,0,2.0,0.0,2.0,0.0,2
0.0,0,40.0,3,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2.0,2.0,2.0,2.0,1,1.0,1.5,2.0,0.0,2
2.0,0,15.0,1,4.0,5.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,1,1.0,1.0,1.0,0.0,2
2.0,2,20.0,2,4.0,5.0,2.0,4.0,4.0,5.0,2.0,2.0,5.0,2.0,2.0,0,1.0,1.0,1.0,0.0,2
0.0,0,15.0,2,5.0,5.0,5.0,5.0,5.0,5.0,1.0,3.0,3.0,3.0,3.0,1,1.0,0.0,1.0,1.0,2
2.0,2,40.0,2,5.0,5.0,4.0,4.0,5.0,5.0,4.0,3.0,2.0,2.0,2.0,0,1.0,1.0,3.0,0.0,2
0.0,2,30.0,3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,0,3.0,3.0,5.0,1.0,1
0.0,3,30.0,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,4.0,1.0,0,3.0,3.0,4.0,1.0,2
0.0,3,15.0,3,5.0,5.0,3.0,5.0,5.0,5.0,5.0,3.0,4.0,3.0,3.0,0,2.0,2.0,3.0,0.0,2
1.0,3,30.0,3,5.0,5.0,3.0,4.0,4.0,5.0,4.0,2.0,4.0,4.0,3.0,1,8.0,3.0,5.0,1.0,1
1.0,2,40.0,3,5.0,3.0,5.0,5.0,4.0,5.0,5.0,1.0,5.0,5.0,5.0,0,6.0,2.0,6.0,0.0,1
1.0,2,40.0,3,4.0,4.0,4.0,4.0,5.0,5.0,3.0,3.0,5.0,5.0,4.0,0,3.0,3.0,4.0,0.0,2
1.0,2,20.0,3,5.0,5.0,3.0,5.0,5.0,5.0,4.0,3.0,4.0,4.0,4.0,0,2.0,4.0,3.0,0.0,1
1.0,2,15.0,3,5.0,4.0,3.0,4.0,5.0,4.0,3.0,4.0,5.0,3.0,1.0,1,3.0,3.0,2.0,1.0,2
0.0,2,20.0,2,5.0,4.0,2.0,2.0,4.0,5.0,5.0,3.0,4.0,3.0,4.0,1,4.0,2.0,6.0,1.0,2
1.0,2,30.0,3,5.0,5.0,4.0,4.0,5.0,5.0,3.0,3.0,4.0,5.0,5.0,0,3.0,2.0,5.0,1.0,2
1.0,2,50.0,3,5.0,5.0,4.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,4.0,1,4.0,2.0,5.0,1.0,2
1.0,2,20.0,3,4.0,5.0,3.0,4.0,5.0,5.0,4.0,2.0,4.0,4.0,3.0,1,3.0,3.0,4.0,1.0,2
2.0,2,40.0,3,4.0,5.0,4.0,4.0,5.0,3.0,3.0,2.0,4.0,4.0,4.0,0,2.0,2.0,2.0,1.0,2
2.0,3,30.0,3,4.0,4.0,4.0,4.0,5.0,4.0,5.0,3.0,4.0,3.0,3.0,0,1.0,1.0,1.0,0.0,2
1.0,2,20.0,2,5.0,5.0,3.0,4.0,4.0,5.0,2.0,1.0,4.0,4.0,3.0,0,8.0,2.0,4.0,1.0,1
2.0,2,20.0,1,5.0,5.0,4.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,0,3.0,2.0,1.0,1.0,1
1.0,2,30.0,3,5.0,5.0,5.0,5.0,4.0,4.0,2.0,1.0,4.0,4.0,5.0,0,2.0,1.5,5.0,0.0,2
0.0,2,20.0,2,5.0,5.0,4.0,5.0,5.0,4.0,4.0,1.0,3.0,2.0,3.0,1,4.0,1.0,3.0,1.0,1
0.0,1,15.0,2,5.0,5.0,4.0,4.0,5.0,5.0,3.0,3.0,4.0,3.0,3.0,1,2.0,1.5,3.0,1.0,2
0.0,2,30.0,3,5.0,5.0,2.0,4.0,5.0,5.0,4.0,1.0,5.0,4.0,2.0,0,2.0,1.5,3.0,1.0,2
1.0,2,30.0,4,5.0,5.0,4.0,4.0,5.0,5.0,5.0,3.0,4.0,4.0,4.0,1,3.0,2.0,3.0,1.0,2
0.0,2,50.0,1,5.0,5.0,4.0,4.0,5.0,5.0,5.0,3.0,3.0,3.0,1.0,0,5.0,1.5,4.0,1.0,1
1.0,2,30.0,2,5.0,5.0,4.0,5.0,4.0,5.0,5.0,1.0,1.0,2.0,1.0,0,4.0,2.0,4.0,1.0,1
0.0,2,30.0,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,4.0,0,3.0,2.0,3.0,1.0,2
0.0,2,30.0,3,5.0,5.0,4.0,3.0,4.0,4.0,5.0,3.0,4.0,5.0,4.0,0,1.0,1.0,4.0,0.0,2
0.0,2,30.0,3,5.0,5.0,4.0,5.0,5.0,5.0,2.0,2.0,4.0,3.0,2.0,1,2.0,2.0,1.0,1.0,2
1.0,2,30.0,3,5.0,4.0,4.0,4.0,4.0,5.0,5.0,3.0,4.0,5.0,4.0,1,3.0,1.5,2.0,1.0,1
0.0,2,15.0,2,4.0,4.0,5.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,1,1.0,0.0,1.0,0.0,2
